장소,지역,주소,구분,위도,경도,전화번호,홈페이지,제한조건
용호근린공원,전주시 완산구,전라북도 전주시 완산구 효자동2가 1333-2,관광지,35.80689806,127.104216,063-281-2107,,없음
백로공원,전주시 완산구,전라북도 전주시 완산구 효자동2가 238-3,관광지,35.80314477,127.108173,063-281-2107,,없음
신덕공원,전주시 완산구,전라북도 전주시 완산구 효자동3가,관광지,35.82683381,127.095595,063-281-2808,,없음
서곡공원,전주시 완산구,전라북도 전주시 완산구 효자동3가 1485,관광지,35.83176796,127.104652,063-281-2107,,없음
문학대공원,전주시 완산구,전라북도 전주시 완산구 효자동3가 1523-2,관광지,35.82766862,127.109769,063-281-2107,,없음
전주마전고분군,전주시 완산구,전라북도 전주시 완산구 효자동3가 1587,관광지,35.82918842,127.105116,,https://www.jeonju.go.kr/,없음
내장산문화광장,정읍시,전라북도 정읍시 부전동 1004,관광지,35.52559816,126.896148,063-532-5949,http://naejangsan.invil.org/index.html?menuno=573432&lnb=1,없음
정읍사문화공원,정읍시,전라북도 정읍시 시기동 81-7,관광지,35.55073195,126.861576,063-530-7429,http://culture.jeongeup.go.kr,없음
죽림폭포공원,정읍시,전라북도 정읍시 연지동 산 31-2,관광지,35.56438652,126.848516,063-536-6776,,없음
정읍 나의살던고향은,정읍시,전라북도 정읍시 입암면 단곡리 201-1,숙소,35.51580748,126.797227,063-534-9616,,소형
정읍시충무공원,정읍시,전라북도 정읍시 장명동 산 1,관광지,35.56869968,126.85791,063-539-5192,,없음
레이크 독채펜션,진안군,전라북도 진안군 백운면 노촌리 산 153-7,숙소,35.71027752,127.435342,,https://lakeps.modoo.at/,15kg 이하
달빛길스테이,진안군,전라북도 진안군 부귀면 오룡리 514-1,숙소,35.83258929,127.342992,0503-5058-8818,https://moonlightstay.modoo.at,없음
용담댐조각공원,진안군,전라북도 진안군 안천면 삼락리 1101-7,관광지,35.94385792,127.529913,063-430-4203,https://jinan.go.kr/tour/sub_1/?p=2&n=7,없음
진안꽃잔디동산,진안군,전라북도 진안군 진안읍 연장리 216-1,관광지,35.78033826,127.396592,070-8860-3861,http://www.mossphlox.co.kr/main#,없음
서귀포 청 리조트,서귀포시,제주특별자치도 서귀포시 강정동 1338,숙소,33.25572265,126.497029,0507-1314-1338,https://www.instagram.com/resortcheong.jeju/,없음
서귀포 제주앓이 펜션,서귀포시,제주특별자치도 서귀포시 강정동 1959-1,숙소,33.25513164,126.491511,0507-1348-6846,http://jejuarri.com/,소형
제주 메모리 펜션,서귀포시,제주특별자치도 서귀포시 강정동 3380-5,숙소,33.25716787,126.49162,064-738-8934,http://www.mpjeju.com/,5kg 미만
엉또폭포,서귀포시,제주특별자치도 서귀포시 강정동 5628,관광지,33.25882149,126.491918,064-740-6000,,소형/중형
찬스귤체험농장,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 2280-2,관광지,33.28154699,126.700619,064-764-0008,,없음
큰엉해안경승지,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 2379-3,관광지,33.27334982,126.703712,064-760-4181,,없음
노블렛유스호스텔,서귀포시,제주특별자치도 서귀포시 남원읍 수망리 974-1,숙소,33.34314033,126.696041,064-764-8900,,5kg 이하
휴애리,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 2081,관광지,33.30853475,126.634381,064-732-2114,http//hueree.com,7kg 미만
공천포구,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 72-18,관광지,33.26316429,126.641664,064-740-6000,https://www.visitjeju.net/u/9iE,없음
펜션정원,서귀포시,제주특별자치도 서귀포시 남원읍 신흥리 20-3,숙소,33.30641961,126.775167,0503-5051-9624,http://jejujungwon.com/,5kg 미만
모두올레 애견펜션,서귀포시,제주특별자치도 서귀포시 남원읍 태흥리 1785-2,숙소,33.28193994,126.732375,064-764-5437,,없음
효명사,서귀포시,제주특별자치도 서귀포시 남원읍 하례리 산 45,관광지,33.32329797,126.594172,064-733-4950,,소형/중형
토종흑염소목장 남원본점,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산 18,관광지,33.31748682,126.659681,0507-1329-5099,https://jejublackgoat.modoo.at/?link=3kexgbnd,없음
노리매,서귀포시,제주특별자치도 서귀포시 대정읍 구억리 654-1,관광지,33.28254416,126.287344,064-792-8211,www.norimae.com,없음
송악산,서귀포시,제주특별자치도 서귀포시 대정읍 상모리 131,관광지,33.20776692,126.290888,064-120,,소형
아프리카박물관,서귀포시,제주특별자치도 서귀포시 대포동 1833,관광지,33.23997655,126.428814,064-738-6565,https://blog.naver.com/africanmuse,없음
제주오션블루호텔,서귀포시,제주특별자치도 서귀포시 대포동 2538,숙소,33.23887155,126.430412,,https://jejuoceanbluehotel.modoo.at/,7kg 미만
개다방,서귀포시,제주특별자치도 서귀포시 동홍동 1554-4,식당/카페,33.25935333,126.559774,064-733-0166,http://naver.com/dogandcafe,없음
정방폭포,서귀포시,제주특별자치도 서귀포시 동홍동 278,관광지,33.24474795,126.57305,064-733-1530,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500531,없음
미악산,서귀포시,제주특별자치도 서귀포시 동홍동 산 7-1,관광지,33.30056466,126.554208,064-760-4701,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500206,없음
제주 앙크레펜션,서귀포시,제주특별자치도 서귀포시 법환동 1027,숙소,33.24208417,126.509739,064-738-8890,http://angkre.com/index.php,10kg 미만
벙커하우스,서귀포시,제주특별자치도 서귀포시 법환동 140,식당/카페,33.24046211,126.519225,0507-1358-0803,http://instagram.com/bunker_house_jeju,없음
법환포구,서귀포시,제주특별자치도 서귀포시 법환동 161-3,관광지,33.23570348,126.514696,064-740-6000,http://www.visitjeju.net,없음
서귀포 캠파제주,서귀포시,제주특별자치도 서귀포시 상효동 1116-1,숙소,33.29839473,126.600751,064-767-1253,http://xn--9y5b2pk9kn7e.kr/,5kg 미만
영천악,서귀포시,제주특별자치도 서귀포시 상효동 산 122-1,관광지,33.3088127,126.600015,064-710-6043,,없음
제주디오빌펜션,서귀포시,제주특별자치도 서귀포시 색달동 2200,숙소,33.25924502,126.410305,064-738-6555,,소형
여미지식물원,서귀포시,제주특별자치도 서귀포시 색달동 2484-1,관광지,33.25444584,126.414496,064-735-1100,www.yeomiji.or.kr,없음
중문색달해수욕장,서귀포시,제주특별자치도 서귀포시 색달동 2822-12,관광지,33.24589608,126.412976,064-760-4993,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500604,없음
씨사이드아덴,서귀포시,제주특별자치도 서귀포시 색달동 2864-32,숙소,33.24910501,126.414919,064-731-9888,http://www.seasidearden.com/index.asp,없음
제주테디베어뮤지엄,서귀포시,제주특별자치도 서귀포시 색달동 2889,관광지,33.25030323,126.412159,064-738-7600,www.teddybearmuseum.com,소형/중형
녹차미로공원,서귀포시,제주특별자치도 서귀포시 색달동 산 52,관광지,33.29384114,126.421482,064-738-4405,http://www.visitjeju.net,없음
정모시쉼터,서귀포시,제주특별자치도 서귀포시 서귀동 57-4,관광지,33.24471484,126.566192,064-740-6000,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007281,소형
자구리공원,서귀포시,제주특별자치도 서귀포시 서귀동 70-1,관광지,33.24346337,126.569095,064-760-3192,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019228,없음
놀멍쉬멍고르멍,서귀포시,제주특별자치도 서귀포시 서홍동 136-1,식당/카페,33.26573849,126.55592,064-763-3420,,소형/중형
서귀포칠십리시공원,서귀포시,제주특별자치도 서귀포시 서홍동 2005,관광지,33.26692553,126.554547,064-740-6000,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018447,없음
알앤비타운,서귀포시,제주특별자치도 서귀포시 서홍동 2479,숙소,33.27989656,126.551752,064-763-1131,,소형/중형
서귀포해양도립공원,서귀포시,제주특별자치도 서귀포시 서홍동 731-2,관광지,33.24177641,126.555968,064-760-2911,,소형/중형
외돌개,서귀포시,제주특별자치도 서귀포시 서홍동 791,관광지,33.24007687,126.545664,064-760-3192,,없음
휘닉스아일랜드콘도,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 127-2,관광지,33.42604238,126.926443,02-1577-0069,phoenixhnr.co.kr/page,없음
성산카페 어반정글,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 208-8,식당/카페,33.43680217,126.92119,0507-1321-5918,https://www.instagram.com/jeju_urbanjungle/,없음
위플레이독 애견놀이터,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 2119-1,식당/카페,33.44402439,126.899752,,https://www.gosung2119.com/,10kg 이하
세계오지민속박물관,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 2570,관광지,33.41539642,126.840702,064-784-6565,www.theveniceland.com,없음
일출랜드 식물원,서귀포시,제주특별자치도 서귀포시 성산읍 삼달리 1010,관광지,33.38499937,126.83986,064-784-2080,www.ilchulland.com,없음
제주 블루앤씨 펜션,서귀포시,제주특별자치도 서귀포시 성산읍 삼달리 1991,숙소,33.4027809,126.814657,064-787-1910,http://jejubnc.com/,5kg 미만
해룡 펜션,서귀포시,제주특별자치도 서귀포시 성산읍 성산리 285-1,숙소,33.46523005,126.935342,064-782-8228,http://san0416.com,5kg 이하
제주 그림 그리는 펜션,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 3342-6,숙소,33.43121189,126.843807,,http://artpension.fortour.kr/,30kg 미만
제주 꽃담펜션,서귀포시,제주특별자치도 서귀포시 성산읍 시흥리 2-11,숙소,33.47657146,126.909532,0507-1352-7407,https://www.instagram.com/jujehavana/,10kg 이하
제이아일랜드,서귀포시,제주특별자치도 서귀포시 성산읍 신산리 421-1,식당/카페,33.37878959,126.879722,0507-1441-7077,https://www.instagram.com/j_islandcafe/,없음
제주스런 서귀포점,서귀포시,제주특별자치도 서귀포시 성산읍 신산리 878-2,관광지,33.39087005,126.873739,0507-1340-2799,https://www.instagram.com/jejutic_seogwipo/,없음
제주이서펜션,서귀포시,제주특별자치도 서귀포시 성산읍 신천리 352-5,숙소,33.34018158,126.85497,0507-1414-9923,,20kg 이하
숨비아일랜드,서귀포시,제주특별자치도 서귀포시 성산읍 신천리 353-16,식당/카페,33.33918441,126.855457,0507-1304-1273,https://www.instagram.com/cafe_sumbi/,없음
제주 와싱톤 펜션,서귀포시,제주특별자치도 서귀포시 성산읍 신천리 434-1,숙소,33.34195676,126.848748,064-787-0760,http://www.jejuwashington.com/,5kg 이하
휘게펜션,서귀포시,제주특별자치도 서귀포시 성산읍 신풍리 600-3,숙소,33.36818104,126.83494,,https://www.instagram.com/bommi_golden/,없음
오조리마을,서귀포시,제주특별자치도 서귀포시 성산읍 오조리,관광지,33.46134289,126.906686,064-782-3182,,없음
다온재 펜션,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 1065-29,숙소,33.45441172,126.90686,0507-1436-5090,http://www.jejudaonjae.com,없음
감귤박물관,서귀포시,제주특별자치도 서귀포시 신효동 1200-6,관광지,33.27159304,126.607428,064-760-6400,https://culture.seogwipo.go.kr/citrus/index.htm,실외만 반려동물 동반 가능
제주건강과성박물관,서귀포시,제주특별자치도 서귀포시 안덕면 감산리 1736,관광지,33.25484697,126.346584,064-792-5700,www.sexmuseum.or.kr,없음
안덕계곡,서귀포시,제주특별자치도 서귀포시 안덕면 감산리 359-1,관광지,33.25841494,126.352982,064-794-9001,https://www.visitjeju.net/u/9iK,없음
제주 마루호텔앤카페,서귀포시,제주특별자치도 서귀포시 안덕면 덕수리 1513-1,숙소,33.27937507,126.317938,0507-1480-9020,,8kg 이하
꽃과썸타다,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 950-3,관광지,33.30973501,126.340157,064-792-1165,https://flowersomething.modoo.at/,없음
제주 펠리체펜션,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 1585,숙소,33.23724751,126.29981,0507-1428-1585,,10kg 미만
라온제나,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 385-1,숙소,33.24246552,126.304891,0507-1368-3185,https://resortraon.modoo.at/,소형/중형
애견카페왈 사계점,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 385-1,식당/카페,33.24246552,126.304891,,http://www.cafewal.com,없음
세계자동차 피아노박물관,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 2065-4,관광지,33.28294238,126.34901,064-792-3000,www.koreaautomuseum.com,없음
카멜리아힐,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 271,관광지,33.29014019,126.368365,064-792-0088,www.camelliahill.co.kr,8kg 이하
제주 파더스가든,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 804,관광지,33.28012511,126.364747,0577-1380-0036,http://fathersgarden.co.kr/,소형/중형
오설록티뮤지엄,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 1235-1,관광지,33.30592403,126.289492,064-794-5312,www.osulloc.com,없음
소인국 테마파크,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 725,관광지,33.29064522,126.322195,064-793-5400,www.soingook.com,소형/중형
군산오름,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 564,관광지,33.25516034,126.368303,064-740-6000,http://www.visitjeju.net,없음
다와풀빌라펜션,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 705-7,숙소,33.24239602,126.368052,050-5765-0697,http://www.jejudawa.kr/,10kg 이하
제쥬엔,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 719,숙소,33.23948048,126.369176,,http://www.jezoo-n.com/,없음
바산올레펜션,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 844-15,숙소,33.23659918,126.363867,050-5765-0687,http://www.basanolle.kr/,15kg 이하
늘바다펜션,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 901-6,숙소,33.23724316,126.36361,050-5765-0609,http://www.oceanlogps.kr/,없음
화순곶자왈생태탐방숲길,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 2045-5,관광지,33.26347986,126.332364,064-760-4315,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018797,없음
산방산유람선,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 636-15,관광지,33.2369971,126.335235,064-792-1188,http://www.jejuyr.co.kr/,소형/중형
